Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ras Signaling WP4223	52/184	0.019104900144806054	0.23099561084174594	0	0	1.4368070953436807	5.686610100305016	FLT1;CALML5;RASGRF2;PIK3CD;FASLG;ETS1;HTR7;PRKACG;AKT2;AKT3;KDR;RAC2;PRKACA;MAP2K1;PLA2G4B;PLA2G4A;PLAAT3;KSR2;GAB2;ZAP70;MRAS;RASA3;KIT;RIN1;SOS1;RAPGEF5;PLA1A;SHC4;PLA2G3;RASAL1;RASAL3;GRIN2A;GNG2;GNG7;PAK6;PAK3;PAK5;PAK4;NTRK1;PLA2G2A;PTPN11;GNG11;GRIN2B;GRIN1;MAPK10;GNB3;TEK;CALM1;FGFR4;FGFR3;LAT;FGFR2
Common Pathways Underlying Drug Addiction WP2636	15/41	0.020082085393576192	0.23918662901602689	0	0	2.1003165632321643	8.207884090152595	GRIA1;MAP2K1;ADCY1;GRM1;GNAI1;GRIN1;GRIN2A;GJB1;PPP1R1A;PRKACG;DRD1;PRKACA;CALM1;DRD4;GRIA4
Triacylglyceride Synthesis WP325	10/24	0.0211981166537046	0.24352647118834297	0	0	2.5993630150620395	10.017536799778554	LIPE;DGAT2;DGAT1;GPAM;MOGAT1;GPD1;LPL;PLPP2;PLPP1;PNPLA2
Angiogenesis WP1539	10/24	0.0211981166537046	0.24352647118834297	0	0	2.5993630150620395	10.017536799778554	FLT1;ANGPT1;NOS3;PDGFB;KDR;TIMP3;TEK;FGF2;MMP9;FGFR2
Embryonic Stem Cell Pluripotency Pathways WP3931	35/117	0.02136197115687219	0.24352647118834297	0	0	1.5555688493114783	5.982940219832716	PDGFB;PTEN;PDGFA;PIK3CD;FGF2;WNT6;FGF9;AKT2;AKT3;FGF20;MAPK4;WNT4;FZD1;MAP2K1;WNT10A;WNT5B;FZD4;WNT3A;EGF;FZD7;NOG;WNT9B;SMAD9;PTPN11;HNF1A;WNT16;FGF17;IL6ST;BMPR1B;FGF13;FGFR4;SOS1;FGF12;FGFR3;FGFR2
Prostaglandin Synthesis And Regulation WP98	16/45	0.022091986562136113	0.2470547018590114	0	0	2.0086607858861267	7.6581002659489075	ANXA1;HPGD;ANXA2;AKR1C1;PTGER3;ANXA5;AKR1C3;PLA2G4A;AKR1C2;PRL;PTGS1;HSD11B2;TBXA2R;ANXA6;PPARG;SOX9
Benzene Metabolism WP3891	4/6	0.0222906497917905	0.2470547018590114	0	0	7.27365491651206	27.665986413232933	NQO1;EPHX1;CYP2E1;MPO
Interactions Between LOXL4 And Oxidative Stress Pathway WP3670	8/18	0.02527675463344316	0.2715225606155011	0	0	2.910677808727948	10.70509486827817	DDR1;NQO1;BMP2;COL2A1;ANXA5;FN1;LOXL4;IGFBP7
Nephrogenesis WP5052	8/18	0.02527675463344316	0.2715225606155011	0	0	2.910677808727948	10.70509486827817	WNT3A;GREB1L;WNT9B;FGF20;TCF21;RSPO1;BMP7;WNT4
T Cell Receptor And Co Stimulatory Signaling WP2583	11/28	0.025535751256418514	0.2715225606155011	0	0	2.354813144770103	8.636691181441119	ZAP70;CD8B;CD8A;LCK;PTEN;CTLA4;FYN;PTPN6;PDCD1;CALM1;PDK1
Small Cell Lung Cancer WP4658	29/95	0.02607204871391462	0.2715225606155011	0	0	1.600759166189537	5.837794947117236	ITGB1;CDKN1A;LAMC3;LAMA1;LAMA4;PTEN;PIK3CD;LAMC1;CCND1;MYC;AKT2;AKT3;E2F1;E2F2;RXRG;CDKN2B;LAMB3;GADD45A;ITGA2;FN1;DDB2;TRAF4;COL4A2;COL4A1;COL4A4;COL4A3;CKS2;CYCS;BIRC3
Mitochondrial Beta Oxidation WP5241	5/9	0.026880052993263893	0.2715225606155011	0	0	4.546508930642542	16.441862101676964	ACAA2;ECHS1;ACADL;EHHADH;DECR1
Thiamine Metabolic Pathways WP4297	5/9	0.026880052993263893	0.2715225606155011	0	0	4.546508930642542	16.441862101676964	PDHA1;SLC25A19;SLC19A3;OGDH;TKT
Benzo A Pyrene Metabolism WP696	5/9	0.026880052993263893	0.2715225606155011	0	0	4.546508930642542	16.441862101676964	AKR1C1;EPHX1;AKR1C3;AKR1C2;CYP3A4
Metabolic Pathways Of Fibroblasts WP5312	12/32	0.02936485218601347	0.2892981733881327	0	0	2.18364312267658	7.7037986551711395	GPI;LDHA;ADAMTS2;UGP2;SLC16A1;PSAT1;SERPINH1;PYCR1;CD36;P3H3;FGFR4;PGM1
White Fat Cell Differentiation WP4149	12/32	0.02936485218601347	0.2892981733881327	0	0	2.18364312267658	7.7037986551711395	CEBPA;KLF5;MECOM;IRF4;EBF1;PPARG;NR2F2;GATA2;KLF4;KLF15;FOXO1;KLF2
Macrophage Stimulating Protein MSP Signaling WP5353	32/108	0.030576700658591874	0.29557306057332483	0	0	1.534031156322178	5.349959700052848	ITGB1;FLT1;CXCL8;PTEN;MST1R;TNF;CXCL2;ACACA;HK2;CXCL5;LDHA;RPS6KA5;SOCS1;BGLAP;RPS6KA1;KDR;FZD1;DUSP4;MAP2K1;RPS6;MST1;FN1;SMAD9;MMP9;TJP1;OCLN;IL6;ZEB2;ZEB1;SLPI;COL4A1;VIM
Nuclear Receptors Meta Pathway WP2882	82/314	0.03074256143807764	0.29557306057332483	0	0	1.2899109018943529	4.491608062638479	ALAS1;SLC2A4;SLC2A5;TNF;SLC2A6;SLC2A7;SLC6A4;EPB41L4B;THBD;RGS2;CCND1;MYC;DNER;PDK4;ME1;IL12A;ACADM;TNS4;JUNB;SLC39A4;SRGN;G6PD;SERPINB2;SLC6A17;GPX3;HGF;SLC6A14;SLC2A12;SLC6A11;PGD;CES4A;TGFBR2;SLC5A7;KAT2B;SLC7A5;SLC5A8;SLC5A9;ACOX1;EHHADH;AHRR;PMP2;PPARA;CES3;EPHA3;UGT2B7;CES1;FKBP5;BIRC3;MGST3;MGST1;PDGFB;TGFA;GSTT2;SLC5A1;SLC5A2;SLC6A20;CYP3A4;AGER;FOXO1;SLC5A5;SRPX2;NRIP1;HMOX1;STOM;PCK1;CAP2;NQO1;TGFB2;CAVIN2;PRDX6;SLC2A9;GCLC;SLC6A8;GPAM;SCD;FASN;GSTA2;GSTA1;ACKR3;S100P;FGF13;CPEB4
Neural Crest Cell Migration In Cancer WP4565	15/43	0.03113675222969045	0.29579914618205927	0	0	1.9500448400704156	6.76542007351794	BDNF;SORT1;PIK3CD;TWIST1;MMP9;AKT2;AKT3;PAK6;PAK3;EPHB2;EPHB1;PAK5;NGEF;PAK4;EPHB3
miRNA Targets In ECM And Membrane Receptors WP2911	9/22	0.03202766116685255	0.3006832189546863	0	0	2.518958404029219	8.66812715849388	COL3A1;COL4A2;COL4A1;LAMA4;COL5A3;ITGA1;COL5A2;FN1;LAMC1
One Carbon Metabolism WP241	11/29	0.03332196293171534	0.3091968188314982	0	0	2.2238482384823848	7.564505516778616	DHFR;ALDH1L1;FOLH1;MTHFD1;SHMT1;CHDH;AMT;GLRX;MAT1A;TYMS;FTCD
Mitochondrial Fatty Acid Oxidation Disorders WP5123	8/19	0.03558609581565893	0.32081301978154525	0	0	2.645901916096902	8.826200364187192	PECR;ACADL;ACSL1;EHHADH;ACSL4;SLC25A20;ACADM;HADH
Neural Crest Cell Migration During Development WP4564	14/40	0.035598322760629436	0.32081301978154525	0	0	1.9598397882916712	6.536960861946116	BDNF;PIK3CD;TWIST1;MMP9;AKT2;AKT3;PAK6;PAK3;EPHB2;EPHB1;PAK5;NGEF;PAK4;EPHB3
Burn Wound Healing WP5055	23/74	0.036182698518680785	0.32081301978154525	0	0	1.6422493525712172	5.450911707089742	TGFB2;CXCL8;AMBP;EGF;HGF;HEXD;CXCR4;CD3E;KLF4;TNF;MMP9;SCEL;IL6;MMP28;CXCR2;PECAM1;SERPINH1;NOX4;FGFR4;TLR4;FGFR3;FGFR2;FBN1
Mammary Gland Development Pregnancy And Lactation Stage 3 Of 4 WP2817	12/33	0.03733116254678656	0.32081301978154525	0	0	2.079527349973447	6.837333797046773	CEBPA;TTC9;GAL;CCND1;MYC;CAV1;ELF5;TNFSF11;PRL;CSN2;TNFRSF11A;ESR2
Cardiomyocyte Signaling Converging On Titin WP5344	12/33	0.03733116254678656	0.32081301978154525	0	0	2.079527349973447	6.837333797046773	MAP2K1;GUCY1B1;PLCZ1;NPR1;PRKACG;FHL1;ANKRD23;ADRB1;ADRB2;PRKACA;CRYAB;TRIM55
Tryptophan Metabolism WP465	12/33	0.03733116254678656	0.32081301978154525	0	0	2.079527349973447	6.837333797046773	ECHS1;ALDH2;MAOA;HAAO;CAT;AOX1;HADH;ALDH8A1;DLD;INMT;ACAT1;IDO1
Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284	10/26	0.03779000483642262	0.32081301978154525	0	0	2.2741523455643287	7.449465020880604	NRP1;LAG3;CXCR3;CCL5;KDR;CXCR4;CTLA4;FASLG;CCR5;CCR2
Growth Factors And Hormones In Beta Cell Proliferation WP5385	10/26	0.03779000483642262	0.32081301978154525	0	0	2.2741523455643287	7.449465020880604	FLT1;MYC;AKT2;AKT3;PDGFA;IGF1;FOXM1;FOXO1;PGF;DLK1
Pluripotent Stem Cell Differentiation Pathway WP2848	16/48	0.04022065453490646	0.3314558228825744	0	0	1.82	5.848341810044648	ALK;WNT3A;EGF;HGF;NOG;PDGFB;PDGFA;IGF1;FGF2;DKK1;NTF4;TF;IL6;CXCR1;KIT;TNFSF11
Neovascularization Processes WP4331	13/37	0.04074787906138362	0.3314558228825744	0	0	1.9712990936555892	6.308849988113701	ACVRL1;TGFB2;ANGPT1;NOTCH4;PDGFB;CXCR4;SMAD9;MMP9;RELB;DLL4;KIT;KDR;EPHB2
Cancer Pathways WP5434	126/507	0.0408895035331579	0.3314558228825744	0	0	1.2078364309473248	3.861310407589746	CALML5;HHIP;FZD10;ETS1;RPS6KA5;CCND1;MYC;PRKACG;AKT2;AKT3;IL12A;PIM2;PRKACA;MAP2K1;WNT5B;HGF;F2R;PGF;AR;SMO;COL4A2;IL23A;COL4A1;COL4A4;COL4A3;AGTR1;IL6ST;EPAS1;NOTCH4;MGST3;PDGFB;MGST1;PDGFA;GSTT2;TGFA;LPAR2;LPAR3;FOXO1;WNT6;HMOX1;GSTT2B;WNT4;FZD1;WNT10A;TGFB2;FZD4;GADD45A;WNT3A;FZD7;ZBTB16;PTCH2;FN1;IGF2;IGF1;GNG11;ESR2;IL6;BMP2;LPAR5;IL7;GNB3;CYCS;IL7R;FGFR4;FGFR3;FGFR2;RET;ALK;ITGB1;CDKN1A;CXCL8;LAMC3;PTEN;PIK3CD;FASLG;LAMC1;GLI1;BBC3;MECOM;RAC2;GSTO2;ITGA2;MST1;MMP3;WNT9B;WNT16;DDB2;TGFBR2;TRAF4;KIT;PPARG;SOS1;PLCB2;BIRC3;CEBPA;ROCK2;LAMA1;LAMA4;PTGER3;CXCR4;ADCY1;IL2RG;CBL;GNAI1;ADCY5;DLL4;GNG2;GNG7;GNA12;E2F1;E2F2;CTNNA3;IL12RB1;RXRG;NTRK1;NQO1;CDKN2B;LAMB3;EGF;VEGFB;VEGFC;AGT;MAPK10;HEYL;GSTA2;GSTA1
BMP2 WNT4 FOXO1 Pathway Primary Endometrial Stromal Cell Diff WP3876	6/13	0.042356607591811896	0.3314558228825744	0	0	3.1177328471992043	9.857120341272338	BMP2;SFRP1;SMAD9;DKK1;FOXO1;WNT4
Transcriptional Cascade Regulating Adipogenesis WP4211	6/13	0.042356607591811896	0.3314558228825744	0	0	3.1177328471992043	9.857120341272338	CEBPA;KLF5;PPARG;GATA2;KLF15;KLF2
Lactate Shuttle In Glial Cells WP5314	6/13	0.042356607591811896	0.3314558228825744	0	0	3.1177328471992043	9.857120341272338	LDHB;LDHA;SLC16A1;CA4;SLC16A7;SLC4A4
Cancer Immunotherapy By PD 1 Blockade WP4585	9/23	0.0428078036575339	0.3314558228825744	0	0	2.3388835450595375	7.369903594645	ZAP70;CD8B;CD8A;LCK;CD3G;PTPN11;PDCD1;CD3E;CD3D
SARS CoV 2 And ACE2 Receptor Molecular Mechanisms WP4883	4/7	0.04319725009998463	0.3314558228825744	0	0	4.848794063079778	15.234806410323431	ACE2;AGTR1;TMPRSS2;AGT
Pentose Phosphate Metabolism WP134	4/7	0.04319725009998463	0.3314558228825744	0	0	4.848794063079778	15.234806410323431	G6PD;TALDO1;PGD;TKT
Acetylcholine Synthesis WP528	4/7	0.04319725009998463	0.3314558228825744	0	0	4.848794063079778	15.234806410323431	PCYT1A;PDHA1;CHKA;PEMT
TCA Cycle In Senescence WP5050	5/10	0.04435652324256383	0.3371095766434851	0	0	3.6369751797726746	11.33097978992948	PDP2;PDHA1;MDH1;ME1;PDK1
Glycolysis And Gluconeogenesis WP534	15/45	0.04608635585821694	0.346951999762803	0	0	1.8198093466635665	5.599987095145743	GPI;PDHA1;MDH1;SLC2A4;SLC2A5;HK2;LDHB;LDHA;PC;MPC1;MPC2;ALDOC;DLAT;PCK1;DLD
Hereditary Leiomyomatosis And Renal Cell Carcinoma Pathway WP4206	8/20	0.048389885328331925	0.3599294819707241	0	0	2.425255338904364	7.344799619501927	LDHA;PDHA1;RPS6;SLC11A2;PDHB;ACACB;ACACA;PDK1
Polycystic Kidney Disease Pathway WP2571	25/84	0.04893053887830728	0.3599294819707241	0	0	1.5429416713736674	4.655600545750907	FLT1;FZD10;TNF;GNAI1;WNT6;CCND1;MYC;PRKACG;RPS6KA1;KDR;KCNN4;WNT4;SLC12A2;FZD1;WNT10A;WNT5B;FZD4;WNT3A;EGF;FZD7;WNT9B;VEGFB;IGF1;SSTR2;WNT16
Orexin Receptor Pathway WP5094	26/88	0.04916330016893349	0.3599294819707241	0	0	1.5270772238514174	4.600484855579203	GRIA1;DAGLA;CXCL8;ARRB1;SLC2A4;PDHB;TNF;CXCL2;PRKCZ;GNAI1;FOXO1;BGLAP;RPS6KA1;PDK1;MAP2K1;ADIPOQ;RPS6;OPRK1;PTPN11;BMP7;RUNX2;IL6;RRAGC;GNRH1;NOX4;GHRL
Neurogenesis Regulation In The Olfactory Epithelium WP5265	18/57	0.05125972673841275	0.3718660176113944	0	0	1.6800300676522175	4.991117139923395	RET;RTN4R;NTRK1;SEMA4A;BDNF;NTRK3;VLDLR;NGF;RTN4;MYC;MAP1B;NEURL1;ID1;GHRL;TCF4;AGRN;FAIM;CDK5R1
Metabolic Reprogramming In Colon Cancer WP4290	14/42	0.05288537869961157	0.375863549051438	0	0	1.819618781961878	5.3490030002529885	GPI;TIGAR;G6PD;PDHA1;TALDO1;PYCR1;PDHB;PGD;ACLY;LDHA;PSAT1;FASN;ACO2;TKT
Platelet Mediated Interactions W Vascular And Circulating Cells WP4462	7/17	0.05449230333213506	0.375863549051438	0	0	2.546252030633558	7.408818866137518	SELP;TGFB2;SELPLG;CD40LG;CCL5;TLR4;TLR2
miR 509 3P Alteration Of YAP1 ECM Axis WP3967	7/17	0.05449230333213506	0.375863549051438	0	0	2.546252030633558	7.408818866137518	TEAD4;COL3A1;SPARC;FN1;TWIST1;TEAD1;GPC6
Fatty Acid Omega Oxidation WP206	7/17	0.05449230333213506	0.375863549051438	0	0	2.546252030633558	7.408818866137518	ALDH2;ADH1B;CYP2D6;ADH1A;ALDH1A1;CYP2E1;CYP3A4
T Cell Modulation In Pancreatic Cancer WP5078	15/46	0.055194143964494534	0.375863549051438	0	0	1.7609933173830543	5.1014187568671225	TGFB2;CCL22;VEGFB;VEGFC;FASLG;PGF;IL6;CD40LG;TNFSF4;CTLA4;TNFSF9;CD226;PDCD1;ICOS;IDO1
ncRNAs In Wnt Signaling In Hepatocellular Carcinoma WP4336	25/85	0.055578820536428174	0.375863549051438	0	0	1.5171288743882545	4.384431257075038	FZD10;NKD1;WNT6;SOX17;CCND1;WIF1;MYC;SOX7;CER1;WNT4;FZD1;WNT10A;WNT5B;WNT3A;SERPINF1;FZD7;WNT16;KLF4;DKK1;DKK2;DKK4;FOSL1;SFRP1;NOTUM;EZH2
Clear Cell Renal Cell Carcinoma Pathways WP4018	25/85	0.055578820536428174	0.375863549051438	0	0	1.5171288743882545	4.384431257075038	GPI;FLT1;SHMT1;PTEN;PDGFB;PLOD2;ACACB;HK2;ACACA;LDHB;LDHA;LDHD;ME1;KDR;PGM1;TGFB2;MDH1;ACLY;ZEB1;PSAT1;FASN;CDH13;ALDOC;CAMK1;RAPGEF5
Acute Viral Myocarditis WP4298	25/85	0.055578820536428174	0.375863549051438	0	0	1.5171288743882545	4.384431257075038	ITGB2;CXCR4;NOD2;ITGAL;TNF;PYCARD;SGCD;SOCS1;CCND1;SGCA;SGCB;RAC2;IL12A;FYN;CCR5;SGCG;CXADR;CAV1;MMP9;IL6;CD40LG;CYCS;SOS1;TLR5;TLR4
Sulfatase And Aromatase Pathway WP5368	6/14	0.060934272555323216	0.4086180630180498	0	0	2.7278422273781904	7.632392060467473	SLCO1A2;SLCO4C1;HSD17B2;HSD17B3;CYP19A1;ESR2
Interactions Of Natural Killer Cells In Pancreatic Cancer WP5092	10/28	0.06164964301984105	0.409970126081943	0	0	2.021210713732776	5.631674833389503	FCGR3A;KLRK1;MYC;CCL5;CCL4;CCL3;CD226;GATA2;TNF;FOXO1
Cholesterol Metab With Bloch And Kandutsch Russell Pathways WP4718	15/47	0.06546457265445814	0.43174156180378176	0	0	1.7058532899325738	4.650575978082564	ABCA1;IDI1;HMGCS1;ELOVL5;ACSL1;MSMO1;ACSL4;CYP46A1;FADS2;NSDHL;SCD;FASN;ACOT2;SC5D;FADS1
UDP Derived Sugars Synthesis In Fibroblasts WP5394	5/11	0.06720243206427769	0.43248016763946445	0	0	3.0306193458594293	8.182811159457618	GPI;GFPT1;PGM3;HK2;PGM1
Autosomal Recessive Osteopetrosis Pathways WP4788	5/11	0.06720243206427769	0.43248016763946445	0	0	3.0306193458594293	8.182811159457618	OSTM1;TNFSF11;SNX10;TNFRSF11A;TCIRG1
Iron Metabolism In Placenta WP2007	5/11	0.06720243206427769	0.43248016763946445	0	0	3.0306193458594293	8.182811159457618	TF;TFR2;SLC11A2;ACO1;HAMP
Neuroinflammation And Glutamatergic Signaling WP5083	38/140	0.06921654762846297	0.43600910705481377	0	0	1.356956246734318	3.623772441899488	GRIA1;GLS2;SHMT1;GRIK3;SLC1A3;GRIK1;GRIK2;ADCY1;SLC1A6;FGF2;TNF;GRM1;GRM2;GRIN2A;GRM4;LRRC8C;IL12A;SLC17A7;DLAT;PRKACA;GLUL;LRRC8E;GRIA4;TRPM4;TGFB2;PDHA1;BDNF;IGF1;NGF;GRIN2B;TGFBR2;GRIN1;IL6;PSAT1;IL6ST;CALM1;DLD;PLCB2
SARS CoV 2 Altering Angiogenesis Via NRP1 WP5065	3/5	0.07074963170883773	0.43600910705481377	0	0	5.45397635056805	14.445445110324757	ACE2;NRP1;KDR
Sebaleic Acid Formation And Metabolism WP5315	3/5	0.07074963170883773	0.43600910705481377	0	0	5.45397635056805	14.445445110324757	FADS2;ACSL1;FADS1
Proline And Hydroxyproline Pathways WP5026	3/5	0.07074963170883773	0.43600910705481377	0	0	5.45397635056805	14.445445110324757	PYCR1;PRODH;PEPD
Disorders In Ketolysis WP5195	3/5	0.07074963170883773	0.43600910705481377	0	0	5.45397635056805	14.445445110324757	HMGCS1;OXCT1;ACAT1
Mammalian Disorder Of Sexual Development WP4842	9/25	0.07102905252772655	0.43600910705481377	0	0	2.0462618992338055	5.411679875861346	NR5A1;FGF9;DHH;SOX8;RSPO1;SOX9;INSL3;FGFR2;WNT4
Serine Metabolism WP4688	4/8	0.07189301059580766	0.43794368286606494	0	0	3.6363636363636362	9.573004469282028	DHFR;PSAT1;SHMT1;TYMS
Congenital Generalized Lipodystrophy WP5101	7/18	0.07308403029273643	0.4385041817564186	0	0	2.3146268908626766	6.055400493109579	DGAT2;DGAT1;ITGB4;CAV1;AKT2;FYN;LPIN1
Fatty Acid Transporters WP5061	7/18	0.07308403029273643	0.4385041817564186	0	0	2.3146268908626766	6.055400493109579	FABP3;FABP4;FABP5;ACSL1;ACSL6;ACSL4;CD36
Selective Expression Of Chemokine Receptors T Cell Polarization WP4494	10/29	0.07655895715138869	0.4525485022726532	0	0	1.9147089740142273	4.920216455708873	TGFB2;CD40LG;CXCR3;CCL4;CCL3;CXCR4;IL12A;IL12RB1;CCR5;CCR2
RAS And Bradykinin Pathways In COVID 19 WP4969	10/29	0.07655895715138869	0.4525485022726532	0	0	1.9147089740142273	4.920216455708873	ACE2;CYP24A1;NPR1;NOS3;F12;AGTR1;CYP3A4;TNF;KLKB1;AGT
Peptide GPCRs WP24	21/72	0.08052371188110319	0.4706878027124843	0	0	1.4987468328425666	3.77564838741306	CX3CR1;LHCGR;NPY5R;NPY4R;CXCR4;OPRK1;AVPR1A;SSTR1;CXCR6;SSTR2;SSTR3;MC1R;CXCR1;GALR1;CXCR3;CXCR2;AGTR1;CCR6;ACKR1;CCR5;CCR2
Oxidative Stress Response WP408	11/33	0.08080730447570218	0.4706878027124843	0	0	1.819047619047619	4.576156113164674	MAPK10;NQO1;GCLC;MAOA;GPX3;CAT;MGST1;GSTT2;HMOX1;NOX4;JUNB
Glycerolipids And Glycerophospholipids WP4722	8/22	0.08201975868690256	0.47087602469171397	0	0	2.0785250033160896	5.197965145905701	CHKB;PCYT1A;DGAT2;DGAT1;GPAM;PNPLA3;PEMT;PNPLA2
PKC Gamma Calcium Signaling In Ataxia WP4760	8/22	0.08201975868690256	0.47087602469171397	0	0	2.0785250033160896	5.197965145905701	GRIA1;GNA14;GNA15;TRPC3;PLCB2;GRM1;GRIA4;PDK1
GPCRs Class C Metabotropic Glutamate Pheromone WP501	6/15	0.08360086841620906	0.4731453403981194	0	0	2.4245939675174015	6.0171181737711485	GRM2;GABBR1;GRM4;GPRC5D;GPRC5C;GRM1
OSX And miRNAs In Tooth Development WP3971	6/15	0.08360086841620906	0.4731453403981194	0	0	2.4245939675174015	6.0171181737711485	NOTCH4;HNF1A;KLF4;BMP7;DKK1;RUNX2
TROP2 Regulatory Signaling WP5300	14/45	0.08833323527510495	0.49640789964460386	0	0	1.6432117094824612	3.987481375893479	ACVRL1;ITGB1;PTEN;IGF2;FN1;IGF1;CCND1;MDK;CLDN7;PECAM1;ITGA5;VIM;TLN1;PAK4
Cardiac Progenitor Differentiation WP2406	16/53	0.09054439404261395	0.505275709412629	0	0	1.573551225644249	3.779536302599978	WNT3A;NOG;IRX4;IGF2;CXCR4;THY1;IGF1;FGF2;DKK1;ACTC1;SOX17;ANPEP;TNNT2;KIT;KDR;MIXL1
Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300	7/19	0.0949578379787001	0.5190161281301553	0	0	2.1216059410536086	4.994944171717562	IL6;EGF;PTEN;KDR;IGF1;MMP9;TLR4
LTF Danger Signal Response Pathway WP4478	7/19	0.0949578379787001	0.5190161281301553	0	0	2.1216059410536086	4.994944171717562	IL6;CXCL8;CD14;TNF;AGER;TLR4;TLR2
Glutathione Metabolism WP100	7/19	0.0949578379787001	0.5190161281301553	0	0	2.1216059410536086	4.994944171717562	G6PD;GCLC;GPX3;IDH1;ANPEP;GSTA1;GSTT2
Hippo Signaling Regulation WP4540	27/98	0.09625235892695941	0.522512805603494	0	0	1.3843175631077207	3.24038535407321	FLT1;PRKCZ;CDH8;CDH6;CDH5;CDH4;CDH20;PRKAR2B;PRKACG;KDR;PRKACA;TEAD1;TEAD4;NTRK1;MST1;LATS2;KIT;CDH12;CDH13;PRKCQ;TEK;FGFR4;FGFR3;CDH17;PLCB2;FGFR2;CDH19
Affected Pathways In Duchenne Muscular Dystrophy WP5356	21/74	0.10224446003659672	0.5403972599520703	0	0	1.4420058426867572	3.288333780110304	RYR1;TRPC3;CACNA2D1;PLA2G2A;SCX;PLA2G4A;GLI1;CACNA1F;TNF;MPO;MMP9;TRDN;TGFBR2;IL6;SGCA;PPIF;AGTR1;CAPN3;NOX4;CCN2;ELANE
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	21/74	0.10224446003659672	0.5403972599520703	0	0	1.4420058426867572	3.288333780110304	ITGB1;RYR2;ITGB4;ITGB3;ITGA2;CACNA2D1;ITGA1;CACNA2D2;CACNA1F;CACNG8;SGCD;SGCA;SGCB;ITGA10;ITGB8;ITGA7;ITGB7;CTNNA3;ITGA5;SGCG;DSC2
NO cGMP PKG Mediated Neuroprotection WP4008	14/46	0.1028315928685031	0.5403972599520703	0	0	1.5917596466759647	3.62071621535748	GUCY1A2;GUCY1B1;NPR1;NOS3;PDE2A;TNF;GRIN2B;GRIN1;GRIN2A;CNGA1;PDE3A;CYCS;CNGA3;CALM1
Photodynamic Therapy Induced NFE2L2 NRF2 Survival Signaling WP3612	8/23	0.10293281141944197	0.5403972599520703	0	0	1.93983286908078	4.41055690861256	NQO1;NQO2;GCLC;EPHX1;ABCC6;HMOX1;CES1;ABCG2
Post COVID Neuroinflammation WP5485	8/23	0.10293281141944197	0.5403972599520703	0	0	1.93983286908078	4.41055690861256	ACE2;IL6;CXCL8;IL18;TMPRSS2;IL12A;TNF;TLR4
Folate Alcohol And Cancer Pathway Hypotheses WP1589	4/9	0.10790340211143586	0.5534220272249423	0	0	2.9089053803339517	6.4767327406873845	ALDH1L1;CBS;ALDH1A1;CYP2E1
HIF1A And PPARG In Cardiac Hypertropthy WP2456	4/9	0.10790340211143586	0.5534220272249423	0	0	2.9089053803339517	6.4767327406873845	LDHA;GPD1;PPARG;CD36
Urea Cycle And Related Diseases WP4571	4/9	0.10790340211143586	0.5534220272249423	0	0	2.9089053803339517	6.4767327406873845	GLS2;NAGS;ASS1;OTC
ADHD And Autism ASD Pathways WP5420	90/370	0.110091437399975	0.5534220272249423	0	0	1.1716246366033398	2.585124160693298	CNTNAP2;SNAP25;GABRB1;ALDH1L1;DAGLA;PTEN;HTR2B;PIK3CD;ADRA1D;DBH;ADRA1B;TNF;ALDH1L2;ADRA1A;GRM1;SLC6A4;GRIP1;GRM2;HTR7;GRM4;ALDH2;SCN11A;CYP2D6;PRKACG;AKT2;AKT3;AOX1;PRKACA;GLUL;DLGAP5;AMN;AMPD1;MAT1A;GCAT;GRIP2;GABRG1;FOLH1;MTHFD1;SCN8A;KIT;AGTR1;SCN4A;SCN4B;SHANK2;IDO1;CNTNAP4;GRIA1;NLGN1;MAOA;GLS2;SHMT1;STXBP1;KCNA3;KCNA4;KCNA5;ADRB2;TYMS;CBL;CYP3A4;PRKCZ;ACACA;GRIN2A;CACNG8;PRKAR2B;CNR1;CBS;AGMO;SLC19A1;DRD4;GRIA4;GABRA2;GABBR1;HOMER2;CNTN6;NOS3;AKR1C1;SLC52A3;AKR1C3;SLC52A1;GRIN2B;GRIN1;DHFR;QDPR;NOX4;SCN2A;CALM1;CDO1;FOLR1;ADA;ADGRL3
SREBF And miR33 In Cholesterol And Lipid Homeostasis WP2011	6/16	0.11026829865760128	0.5534220272249423	0	0	2.1819953596287704	4.810948039512989	ABCA1;HMGCS1;SCD;FASN;PPARA;LDLR
Familial Hyperlipidemia Type 2 WP5109	6/16	0.11026829865760128	0.5534220272249423	0	0	2.1819953596287704	4.810948039512989	GHR;CETP;LPL;APOB;LDLR;GPIHBP1
Osteoclast Signaling WP12	6/16	0.11026829865760128	0.5534220272249423	0	0	2.1819953596287704	4.810948039512989	GPR68;ITGB3;PDGFB;TNFSF11;TNFRSF11B;TNFRSF11A
Immune Infiltration In Pancreatic Cancer WP5285	12/39	0.1170408233247263	0.5730632718804239	0	0	1.6167905824039652	3.4683916832394277	TGFB2;IL6;CXCL8;IL23A;CCL5;VEGFB;VEGFC;IL12A;TNF;MMP9;CCL28;CXCL5
