Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MAPK signaling pathway	74/294	0.07729789424164905	0.41847480675651383	0	0	1.2261969054048263	3.1391726761315972	PTPRR;FLT1;RASGRF2;ARRB1;FASLG;FGF2;TNF;RPS6KA6;RPS6KA5;DUSP10;MECOM;FGF9;AKT2;MYC;PRKACG;RPS6KA2;AKT3;RPS6KA1;KDR;RAC2;PRKACA;DUSP4;MAP4K1;DUSP2;MAP2K1;CACNA2D1;HGF;PLA2G4B;CACNA2D2;PLA2G4A;NGF;MAPK8IP3;PGF;TGFBR2;MRAS;KIT;SOS1;PDGFB;PDGFA;TGFA;CACNA1F;EFNA4;RELB;NTF4;CACNG8;NTF3;GNA12;FGF20;MAP3K20;CD14;MAP4K4;NTRK1;HSPA8;ANGPT4;TGFB2;ANGPT2;ANGPT1;GADD45A;BDNF;EGF;IGF2;VEGFB;VEGFC;IGF1;FGF17;MAPK10;EFNA3;TAOK1;PTPN7;TEK;FGFR4;FGFR3;PTPN5;FGFR2
Viral myocarditis	18/60	0.07988272358115563	0.4251385627878452	0	0	1.5597287775044872	3.941739820849997	CXADR;LAMA1;CAV1;ITGB2;ITGAL;SGCD;CD40LG;CCND1;SGCA;SGCB;RAC2;CYCS;FYN;HLA-DOB;EIF4G3;SGCG;HLA-DQA1;HLA-DQB1
Arginine biosynthesis	8/22	0.08201975868690256	0.4292367371281234	0	0	2.0785250033160896	5.197965145905701	ARG2;GLS2;NOS3;GPT2;NAGS;GLUL;ASS1;OTC
Prostate cancer	27/97	0.08690637677813383	0.4473541362021971	0	0	1.4041834593478333	3.43031328895468	CDKN1A;PDGFB;PTEN;PDGFA;TGFA;PIK3CD;TMPRSS2;FOXO1;CCND1;CREB3L4;AKT2;AKT3;E2F1;E2F2;MAP2K1;EGF;INSRR;MMP3;IGF1;MMP9;ETV5;AR;ZEB1;ERG;SOS1;FGFR2;CREB5
Arrhythmogenic right ventricular cardiomyopathy	22/77	0.09051754973720905	0.448330181799627	0	0	1.455891942244993	3.4973604062050105	ITGB1;RYR2;ITGB4;LAMA1;ITGB3;CACNA2D1;ITGA2;ITGA1;CACNA2D2;CACNA1F;CACNG8;SGCD;SGCA;SGCB;ITGA10;ITGB8;ITGA7;ITGB7;CTNNA3;ITGA5;SGCG;DSC2
Glutathione metabolism	17/57	0.09110219982990848	0.448330181799627	0	0	1.546568969527797	3.7052286864705053	G6PD;GGT7;GGT6;GSTO2;GPX3;MGST3;IDH1;MGST1;GSTT2;PGD;PRDX6;GCLC;ANPEP;GSTA2;GSTA1;CHAC1;GSTT2B
Glycerolipid metabolism	18/61	0.09137940011202589	0.448330181799627	0	0	1.523358620017964	3.644993803964862	DGKG;DGAT2;DGAT1;MOGAT1;MBOAT1;LPL;ALDH3A2;ALDH2;GPAM;PNPLA3;GPAT2;LPIN1;PLPP2;DGKI;MGLL;PLPP1;PNLIPRP3;PNPLA2
FoxO signaling pathway	35/131	0.0943236522158908	0.4556557968583032	0	0	1.3275227750525578	3.1343122057819017	CDKN1A;SETD7;IRS4;PTEN;FOXO6;PIK3CD;FASLG;SLC2A4;FOXO1;GRM1;CCNB2;CCND1;AKT2;AKT3;S1PR1;PCK1;PCK2;GABARAPL1;MAP2K1;TGFB2;CDKN2B;GADD45A;HOMER2;EGF;BNIP3;IGF1;KLF2;TGFBR2;MAPK10;IL6;CAT;SGK3;IL7R;SOS1;SGK2
Chemokine signaling pathway	49/192	0.10789181496625994	0.5133034833243276	0	0	1.2480051001260282	2.7788409375193797	CXCL9;CXCL8;PIK3CD;ARRB1;CXCL13;CXCL3;CXCL2;CX3CL1;CXCL5;CXCL16;AKT2;PRKACG;AKT3;RAC2;CCR6;PRKACA;CCR5;PF4V1;CCR2;MAP2K1;FGR;ELMO1;SOS1;PLCB2;SHC4;CCL14;CX3CR1;ROCK2;CXCR4;ADCY1;CXCR6;PRKCZ;GNAI1;ADCY5;GRK3;GNG2;GRK5;CXCR1;CCL5;CXCR3;GNG7;CCL4;CXCR2;CCL3;CCL19;CCL22;GNG11;GNB3;CCL28
Relaxin signaling pathway	34/129	0.11358562819424732	0.5323266754178158	0	0	1.3029474667518868	2.8341691056425393	SHC4;PIK3CD;ARRB1;ADCY1;PRKCZ;GNAI1;ADCY5;GNA15;GNG2;CREB3L4;AKT2;PRKACG;GNG7;AKT3;PRKACA;INSL3;MAP2K1;NOS3;VEGFB;VEGFC;GNG11;MMP9;TGFBR2;GNAO1;MAPK10;COL3A1;COL4A2;COL4A1;COL4A4;COL4A3;GNB3;SOS1;PLCB2;CREB5
AGE-RAGE signaling pathway in diabetic complications	27/100	0.11684890817546997	0.5395670171631995	0	0	1.3462185840170937	2.8901610865025047	CXCL8;PIK3CD;TNF;AGER;PRKCZ;FOXO1;THBD;CCND1;AKT2;AKT3;TGFB2;NOS3;FN1;VEGFB;VEGFC;AGT;TGFBR2;MAPK10;IL6;COL3A1;COL4A2;COL4A1;COL4A4;COL4A3;AGTR1;NOX4;PLCB2
Melanoma	20/72	0.1289531462168258	0.5868302595954101	0	0	1.3995129637587738	2.8666310081776594	CDKN1A;MAP2K1;EGF;GADD45A;HGF;PTEN;PDGFB;PIK3CD;PDGFA;IGF1;FGF2;DDB2;FGF17;CCND1;FGF9;AKT2;AKT3;E2F1;FGF20;E2F2
Phospholipase D signaling pathway	38/148	0.13311216485245464	0.5928952661186103	0	0	1.257622508393897	2.536075221400329	DGKG;SHC4;CXCL8;PDGFB;LPAR2;PDGFA;PIK3CD;LPAR3;ADCY1;GRM1;ADCY5;GRM2;GRM4;CXCR1;AKT2;AKT3;CXCR2;GNA12;FYN;MAP2K1;EGF;PLA2G4B;SPHK1;F2R;PLA2G4A;PTPN11;AVPR1A;GAB2;AGT;MRAS;LPAR5;KIT;AGTR1;SOS1;PLPP2;PLCB2;DGKI;PLPP1
Intestinal immune network for IgA production	14/48	0.1358734710311216	0.5928952661186103	0	0	1.4979352968523532	2.9899255676740775	PIGR;TNFRSF13B;CXCR4;TNFRSF13C;IL6;CD40LG;TNFRSF17;ITGB7;ICOS;HLA-DOB;CCL28;HLA-DQA1;ICOSLG;HLA-DQB1
Nicotine addiction	12/40	0.13595050688070046	0.5928952661186103	0	0	1.55894848645778	3.1108261741643455	GRIA1;GABRA2;GABRP;GABRB1;GRIN2A;SLC17A7;GABRE;GABRG3;GRIN2B;GRIA4;GABRG1;GRIN1
Nitrogen metabolism	6/17	0.14069157955610628	0.6051665202824298	0	0	1.9835055895380722	3.8900217338153253	CA3;CA5B;CA4;CA6;GLUL;CA13
Neuroactive ligand-receptor interaction	82/341	0.14695338212602274	0.6235589457779883	0	0	1.1534224689633286	2.2118489144686686	GABRB1;CHRM1;GRIK3;HTR2B;GRIK1;ADRA1D;GRIK2;PRL;ADRA1B;ADRA1A;GRM1;LTB4R;GHR;GRM2;CYSLTR1;HTR7;CYSLTR2;GRM4;ADORA3;LEPR;PRSS3;INSL3;LHCGR;NPY5R;NPFF;F2R;GLP2R;AVPR1A;SSTR1;ADRA2C;SSTR2;GABRG3;ADRA2B;SSTR3;ADRA2A;GABRG1;UTS2B;GAL;AGTR1;APLNR;CHRNA1;GRIA1;CALCRL;NPY4R;PTGER3;LPAR2;LPAR3;ADRB1;GPR83;ADRB2;CRHR2;GRIN2A;CALCR;HRH3;TBXA2R;CNR1;GALR1;PENK;S1PR1;DRD1;GABRE;GPR156;DRD4;GRIA4;GABRA2;GABRP;P2RY13;NMB;GABBR1;P2RY10;SCTR;HTR1B;OPRK1;GRIN2B;AGT;GRIN1;P2RX6;P2RX5;MC1R;GNRH1;F2RL1;GHRL
alpha-Linolenic acid metabolism	8/25	0.15262223493519753	0.6389784235953603	0	0	1.7113987656343874	3.217069367380459	FADS2;ACOX1;PLA2G4B;PLA2G2A;PLA2G3;PLA2G4A;PLAAT3;PLB1
Breast cancer	37/147	0.16771585993982058	0.6929313160671535	0	0	1.2242410078820456	2.185862782327617	SHC4;CDKN1A;NOTCH4;PTEN;PIK3CD;FZD10;FGF2;DLL4;WNT6;CCND1;FGF9;AKT2;MYC;AKT3;FGF20;E2F1;TNFSF11;E2F2;WNT4;FZD1;MAP2K1;WNT10A;WNT5B;FZD4;GADD45A;WNT3A;EGF;FZD7;WNT9B;IGF1;WNT16;ESR2;DDB2;FGF17;HEYL;KIT;SOS1
Chemical carcinogenesis	58/239	0.17384640634248588	0.7089320985914359	0	0	1.1667008348276497	2.041240053763578	MIR29B2;PIK3CD;ARRB1;FGF2;RPS6KA6;CCND1;FGF9;CREB3L4;AKT2;MYC;PRKACG;RPS6KA2;AKT3;RPS6KA1;TNFSF11;PRKACA;KPNA2;IKBKE;KPNA3;MAP2K1;GSTO2;PAQR5;MIRLET7D;AR;CYP2E1;PPARA;SOS1;UGT2B7;CREB5;MGST3;MGST1;GSTT2;ADRB1;ADCY1;ADRB2;CACNA1F;CYP3A4;CYP2C18;GNAI1;ADCY5;DLL4;FGF20;E2F1;GSTT2B;RXRG;EGF;EPHX1;EPHX4;AKR1C2;MIR29C;KLF4;ESR2;FGF17;KLF5;NAT1;GSTA2;GSTA1;MIR141
Melanogenesis	26/101	0.18325540711895996	0.7377204850686336	0	0	1.2613333333333334	2.140324283389071	CALML5;ASIP;TYRP1;FZD10;ADCY1;GNAI1;ADCY5;WNT6;CREB3L4;PRKACG;PRKACA;WNT4;FZD1;MAP2K1;WNT10A;WNT5B;FZD4;WNT3A;FZD7;WNT9B;WNT16;GNAO1;MC1R;KIT;CALM1;PLCB2
Gastric cancer	37/149	0.19120717179181396	0.7511965736468054	0	0	1.2022251527392915	1.9889586113653785	SHC4;CDKN1A;PIK3CD;FZD10;FGF2;WNT6;CCND1;FGF9;AKT2;MYC;AKT3;FGF20;E2F1;E2F2;CTNNA3;RXRG;WNT4;FZD1;MAP2K1;TGFB2;WNT10A;CDKN2B;WNT5B;FZD4;GADD45A;WNT3A;EGF;HGF;FZD7;WNT9B;WNT16;DDB2;TGFBR2;FGF17;SOS1;CDH17;FGFR2
Pertussis	20/76	0.19138766207561922	0.7511965736468054	0	0	1.2992152168129822	2.1481929394511767	ITGB1;CXCL8;CALML5;ITGB2;C4BPB;TNF;CXCL5;GNAI1;C4B;PYCARD;MAPK10;IL6;IL23A;CFL2;IRF8;IL12A;ITGA5;CD14;CALM1;TLR4
Chagas disease	26/102	0.19805534842748881	0.7677701161263146	0	0	1.2446570972886761	2.015359662478243	CXCL8;PIK3CD;CD3G;FASLG;ADCY1;CD3E;TNF;CD3D;GNAI1;GNA14;GNA15;PPP2R1B;AKT2;CCL5;AKT3;CCL3;IL12A;TGFB2;TGFBR2;GNAO1;MAPK10;IL6;TLR6;PLCB2;TLR4;TLR2
Adrenergic signaling in cardiomyocytes	37/150	0.20357469919661977	0.7795421408260805	0	0	1.1915094710326415	1.8965521590467733	RYR2;CALML5;ADRB1;ADRA1D;ADRB2;ADCY1;CACNA1F;ADRA1B;ADRA1A;GNAI1;ADCY5;CACNG8;RPS6KA5;PLN;PPP2R1B;CREB3L4;AKT2;PRKACG;AKT3;PRKACA;CACNA2D1;TNNC1;ATP2B4;CACNA2D2;PPP2R5A;ATP1B3;ATP1B1;AGT;MYL4;ACTC1;PPP1R1A;TNNT2;AGTR1;CALM1;PLCB2;SCN4B;CREB5
Glucagon signaling pathway	27/107	0.20859572915158425	0.7805632374336785	0	0	1.2278736302168338	1.9245165878919974	PFKFB1;CALML5;PDE3B;PYGM;PYGL;PDHB;ACACB;ACACA;FOXO1;GYS2;LDHB;GYS1;LDHA;CREB3L4;AKT2;PRKACG;AKT3;PRKACA;PCK1;PCK2;PDHA1;PGAM4;SIK2;CALM1;PPARA;PLCB2;CREB5
AMPK signaling pathway	30/120	0.20906171569464765	0.7805632374336785	0	0	1.212785814279048	1.8981623437913449	PFKFB1;PFKFB3;IRS4;PIK3CD;SLC2A4;ACACB;ADIPOR2;ADRA1A;ACACA;FOXO1;GYS2;LIPE;GYS1;CCND1;PPP2R1B;CREB3L4;AKT2;AKT3;LEPR;CD36;PCK1;PCK2;STRADB;ADIPOQ;PPP2R5A;IGF1;SCD;FASN;PPARG;CREB5
Renin-angiotensin system	7/23	0.2122505296810766	0.7805632374336785	0	0	1.5907983290786725	2.465718254061876	ACE2;ENPEP;MME;ANPEP;AGTR1;LNPEP;AGT
p53 signaling pathway	19/73	0.21378483573024318	0.7805632374336785	0	0	1.2798334755514182	1.9745081576860308	CDKN1A;CD82;SIVA1;GADD45A;IGFBP3;PTEN;IGF1;BBC3;DDB2;TP53AIP1;PIDD1;CCNB2;CCND1;AIFM2;PERP;ADGRB1;CYCS;SFN;TP73
Inflammatory bowel disease	17/65	0.2237949111247112	0.8077195642891875	0	0	1.2881484066061875	1.9283906541860658	TGFB2;RORC;IL18;NOD2;IL2RG;TNF;IL6;IL23A;IL21R;IL12A;TLR5;IL12RB1;HLA-DOB;TLR4;HLA-DQA1;HLA-DQB1;TLR2
NF-kappa B signaling pathway	26/104	0.22936236696566978	0.8165815889725269	0	0	1.2125874125874125	1.785476927677878	CXCL8;TNFRSF11A;TNFRSF13C;CXCL3;TNF;CXCL2;RELB;PIDD1;CCL4;TNFSF11;CD14;LBP;CCL19;GADD45A;EDAR;ZAP70;CD40LG;LCK;BTK;PRKCQ;LTB;CARD14;TLR4;CARD11;LAT;BIRC3
Fluid shear stress and atherosclerosis	34/139	0.23145146948584358	0.8165815889725269	0	0	1.1781010208847669	1.7240154360583855	CALML5;MGST3;ITGB3;MGST1;PDGFB;GSTT2;PDGFA;PIK3CD;TNF;PRKCZ;CDH5;THBD;AKT2;AKT3;KDR;RAC2;HMOX1;GSTT2B;NQO1;GSTO2;CAV2;NOS3;CAV1;CYBA;MMP9;ASS1;KLF2;MAPK10;TRPV4;GSTA2;GSTA1;PECAM1;BMPR1B;CALM1
Transcriptional misregulation in cancer	46/192	0.23430385432497466	0.8174601139782449	0	0	1.146495139713195	1.6637209250718599	CEBPA;CDKN1A;SLC45A3;CXCL8;FLT1;HPGD;PDGFA;TMPRSS2;MPO;FOXO1;HOXA10;HHEX;MYC;TSPAN7;NFKBIZ;ITGB7;CD14;PROM1;FCGR1A;RXRG;ELANE;NTRK1;CDKN2C;BCL11B;EYA1;GADD45A;IGFBP3;ZBTB16;MMP3;IGF1;WNT16;MMP9;RUNX2;FLI1;ETV5;DDB2;ETV6;TGFBR2;BAIAP3;ETV7;IL6;NR4A3;ZEB1;PPARG;ERG;BIRC3
Butanoate metabolism	8/28	0.24391433484104313	0.8250902758574704	0	0	1.454410399257196	2.0520831937727224	ECHS1;HMGCS1;OXCT1;EHHADH;ACSM5;HADH;AACS;ACAT1
Leukocyte transendothelial migration	28/114	0.2502365074611314	0.8250902758574704	0	0	1.1843326969802153	1.6407138550749616	ITGB1;ROCK2;ITGB2;PIK3CD;CXCR4;THY1;ITGAL;GNAI1;CDH5;CLDN20;RAC2;CTNNA3;MSN;RHOH;CYBA;PTPN11;MMP9;CLDN11;CLDN10;CLDN4;OCLN;CLDN3;CLDN8;CLDN7;CLDN19;PECAM1;ESAM;CLDN16
cGMP-PKG signaling pathway	40/167	0.25340497425464786	0.8250902758574704	0	0	1.1458939475409353	1.5730446876481274	GUCY1B1;CALML5;NPR1;ROCK2;PDE3B;IRS4;ADRB1;ADRA1D;ADRB2;ADCY1;CACNA1F;ADRA1B;ADRA1A;GNAI1;ADCY5;RGS2;PLN;CREB3L4;ADORA3;AKT2;AKT3;GNA12;CNGA1;GUCY1A2;MAP2K1;KCNJ8;NOS3;PDE2A;ATP2B4;ATP1B3;ATP1B1;ADRA2C;ADRA2B;ADRA2A;AGTR1;PPIF;PDE3A;CALM1;PLCB2;CREB5
Bladder cancer	11/41	0.2580825673137319	0.8250902758574704	0	0	1.3332868757259002	1.8059046968466932	CDKN1A;MAP2K1;CXCL8;RPS6KA5;CCND1;EGF;MYC;E2F1;E2F2;MMP9;FGFR3
Circadian entrainment	24/97	0.25820680190950174	0.8250902758574704	0	0	1.1958023209794584	1.6191097146896243	GRIA1;RYR1;GUCY1A2;RYR2;KCNJ6;GUCY1B1;CALML5;ADCY1;GNG11;GRIN2B;GNAI1;ADCY5;GRIN1;GNAO1;GRIN2A;RPS6KA5;GNG2;PRKACG;GNG7;GNB3;PRKACA;CALM1;PLCB2;GRIA4
Hippo signaling pathway	39/163	0.25910842240096205	0.8250902758574704	0	0	1.144229826453574	1.545292318914358	PATJ;WWC1;ITGB2;FZD10;PRKCZ;NKD1;BBC3;WNT6;CCND1;PPP2R1B;RASSF4;MYC;RASSF6;CTNNA3;CCN2;TEAD1;YWHAG;WNT4;FZD1;TEAD4;TGFB2;WNT10A;WNT5B;FZD4;WNT3A;FZD7;WNT9B;BMP8B;WNT16;BMP7;BMP6;TGFBR2;BMP2;LATS2;ID1;BMPR1B;LLGL2;TP73;BIRC3
African trypanosomiasis	10/37	0.26446423774205124	0.8250902758574704	0	0	1.3466996955153017	1.7911769117124217	IL6;LAMA4;IL18;HBB;F2RL1;FASLG;IL12A;TNF;PLCB2;IDO1
Thyroid cancer	10/37	0.26446423774205124	0.8250902758574704	0	0	1.3466996955153017	1.7911769117124217	RET;NTRK1;CDKN1A;MAP2K1;CCND1;GADD45A;MYC;PPARG;RXRG;DDB2
Salivary secretion	23/93	0.2647834295387395	0.8250902758574704	0	0	1.19504176233736	1.5880229213978838	SLC12A2;GUCY1A2;GUCY1B1;CALML5;AMY2B;ATP2B4;ADRA1D;ATP1B3;ADRB1;AQP5;ADCY1;ADRB2;ADRA1B;ATP1B1;MUC5B;ADRA1A;ADCY5;BST1;PRKACG;PRKACA;KCNN4;CALM1;PLCB2
Estrogen signaling pathway	33/137	0.2663931221991422	0.8250902758574704	0	0	1.1542502559313206	1.5268216446667846	SHC4;CALML5;TGFA;KRT23;PIK3CD;ADCY1;KRT40;GRM1;GNAI1;ADCY5;CREB3L4;AKT2;PRKACG;AKT3;PRKACA;HSPA8;MAP2K1;GABBR1;KCNJ6;NOS3;KRT13;MMP9;ESR2;GNAO1;KRT19;KRT39;KRT16;KRT15;CALM1;SOS1;PLCB2;FKBP5;CREB5
Insulin signaling pathway	33/137	0.2663931221991422	0.8250902758574704	0	0	1.1542502559313206	1.5268216446667846	SHC4;CALML5;PDE3B;IRS4;PIK3CD;PYGM;PYGL;SLC2A4;CBL;ACACB;PRKCZ;ACACA;FOXO1;HK2;GYS2;LIPE;GYS1;SOCS1;PRKAR2B;AKT2;PRKACG;AKT3;PRKACA;PCK1;PCK2;MAP2K1;RPS6;SORBS1;MAPK10;FASN;CALM1;SOS1;RHOQ
Arginine and proline metabolism	13/50	0.2711181356145112	0.8250902758574704	0	0	1.2776190087368335	1.6675491329482586	ARG2;MAOA;NOS3;CKMT1A;AZIN2;PYCR1;HOGA1;SAT1;ALDH3A2;CKMT2;ALDH2;CKMT1B;PRODH
Chronic myeloid leukemia	19/76	0.27311731632725433	0.8250902758574704	0	0	1.2122410984407725	1.5733117718521517	SHC4;CDKN1A;MAP2K1;TGFB2;GADD45A;PIK3CD;PTPN11;GAB2;CBL;DDB2;TGFBR2;CCND1;MECOM;AKT2;MYC;AKT3;E2F1;E2F2;SOS1
Lysine degradation	16/63	0.27327830792731506	0.8250902758574704	0	0	1.2379614052449281	1.6059634578194397	ECHS1;KMT5C;PRDM6;SETD7;PIPOX;PLOD2;ACAT1;ALDH3A2;ALDH2;MECOM;EHHADH;PRDM16;SMYD1;HADH;DLD;EZH2
Linoleic acid metabolism	8/29	0.2777149276780762	0.8304998789611041	0	0	1.385064332139541	1.7744892017914404	PLA2G4B;PLA2G2A;PLA2G3;PLA2G4A;PLAAT3;CYP2E1;CYP3A4;PLB1
Non-small cell lung cancer	18/72	0.2805098791669577	0.8309443590417426	0	0	1.2121917170777106	1.540873058229812	ALK;RET;CDKN1A;MAP2K1;EGF;GADD45A;HGF;PIK3CD;TGFA;DDB2;CCND1;AKT2;KIF5B;AKT3;E2F1;E2F2;SOS1;RXRG
Toxoplasmosis	27/112	0.2905029777584504	0.8525040655715274	0	0	1.15527546528054	1.4280838914391805	ITGB1;LAMC3;LAMA1;LAMA4;LAMC1;TNF;GNAI1;SOCS1;AKT2;AKT3;IL12A;CCR5;HLA-DOB;LDLR;HLA-DQA1;HSPA8;TGFB2;LAMB3;GNAO1;MAPK10;CD40LG;PPIF;CYCS;TLR4;BIRC3;HLA-DQB1;TLR2
Long-term depression	15/60	0.305043522066576	0.878276657794305	0	0	1.2120437107649384	1.4390604883393667	RYR1;GRIA1;GUCY1A2;GNAZ;MAP2K1;GUCY1B1;PLA2G4B;PLA2G4A;IGF1;GRM1;GNAI1;GNAO1;PPP2R1B;GNA12;PLCB2
Renal cell carcinoma	17/69	0.31100895038132387	0.878276657794305	0	0	1.1887558824055684	1.3883879228226834	CDKN1A;MAP2K1;TGFB2;EPAS1;HGF;PDGFB;PIK3CD;TGFA;PTPN11;ETS1;AKT2;AKT3;PAK6;SOS1;PAK3;PAK5;PAK4
Pentose phosphate pathway	8/30	0.3126591039673395	0.878276657794305	0	0	1.322022452941673	1.5370385731520573	GPI;TKTL1;G6PD;TALDO1;ALDOC;PGD;TKT;PGM1
beta-Alanine metabolism	8/30	0.3126591039673395	0.878276657794305	0	0	1.322022452941673	1.5370385731520573	AOC3;ALDH3A2;ALDH6A1;ECHS1;AOC2;ALDH2;ACOX1;EHHADH
Fat digestion and absorption	11/43	0.31550644843029835	0.878276657794305	0	0	1.2497967479674796	1.4417357313572856	ABCA1;DGAT2;DGAT1;NPC1L1;PLA2G2A;PLA2G3;CD36;APOB;PLPP2;PLPP1;ACAT1
HIF-1 signaling pathway	26/109	0.3160677144291607	0.878276657794305	0	0	1.139174881343556	1.312100263808465	CDKN1A;PFKFB3;FLT1;PIK3CD;PDHB;HK2;LDHB;LDHA;AKT2;AKT3;HMOX1;PDK1;ANGPT4;MAP2K1;PDHA1;ANGPT2;ANGPT1;EGF;NOS3;RPS6;IGF1;IL6;TF;ALDOC;TEK;TLR4
Hepatocellular carcinoma	39/168	0.330995533711892	0.9019329923134418	0	0	1.0995264013571782	1.2156918021875611	SHC4;CDKN1A;MGST3;MGST1;PTEN;GSTT2;TGFA;PIK3CD;FZD10;WNT6;CCND1;AKT2;MYC;AKT3;E2F1;HMOX1;E2F2;GSTT2B;WNT4;FZD1;NQO1;MAP2K1;TGFB2;WNT10A;WNT5B;GSTO2;FZD4;GADD45A;WNT3A;HGF;FZD7;IGF2;WNT9B;WNT16;DDB2;TGFBR2;GSTA2;GSTA1;SOS1
Histidine metabolism	6/22	0.33319817550432884	0.9019329923134418	0	0	1.3632250580046403	1.4982086646554122	ALDH3A2;ALDH2;UROC1;MAOA;ASPA;FTCD
Terpenoid backbone biosynthesis	6/22	0.33319817550432884	0.9019329923134418	0	0	1.3632250580046403	1.4982086646554122	IDI1;ICMT;HMGCS1;ACAT1;DHDDS;PCYOX1
Cushing syndrome	36/155	0.33827702695674067	0.9047996248592706	0	0	1.1001727793921308	1.1924663979681673	CDKN1A;KCNA4;FZD10;ADCY1;CACNA1F;GNAI1;CRHR2;ADCY5;WNT6;PDE11A;CCND1;CREB3L4;PRKACG;E2F1;E2F2;PDE8B;PRKACA;LDLR;WNT4;FZD1;MAP2K1;WNT10A;CDKN2B;CDKN2C;WNT5B;FZD4;WNT3A;FZD7;WNT9B;WNT16;AGT;MRAP;NR5A1;AGTR1;PLCB2;CREB5
Gap junction	21/88	0.34002024118915264	0.9047996248592706	0	0	1.1396695220058033	1.2294186452882454	GUCY1A2;MAP2K1;GUCY1B1;TUBAL3;EGF;HTR2B;PDGFB;PDGFA;ADRB1;ADCY1;GRM1;GNAI1;ADCY5;TJP1;TUBB6;TUBA3D;PRKACG;DRD1;PRKACA;SOS1;PLCB2
Platelet activation	29/124	0.34513140819282956	0.910682875399567	0	0	1.1100413735528465	1.1808953601156622	ITGB1;GUCY1B1;ROCK2;ITGB3;PIK3CD;ADCY1;PRKCZ;GNAI1;ADCY5;PTGS1;TBXA2R;AKT2;PRKACG;AKT3;FYN;PRKACA;GUCY1A2;VWF;NOS3;ITGA2;PLA2G4B;F2R;PLA2G4A;APBB1IP;COL3A1;BTK;TLN2;TLN1;PLCB2
Purine metabolism	30/129	0.35414637234926166	0.9126426486826693	0	0	1.101896237220549	1.1438178466140139	GUCY2C;GUCY1B1;PDE1C;NPR1;PDE1B;PDE3B;AK3;ADCY1;PAPSS2;ADCY5;PDE11A;ENPP4;PDE6B;PDE8B;PGM1;GUCY1A2;ENTPD3;PDE2A;URAD;NME2;ENTPD8;AMPD1;NME3;PDE10A;PDE3A;ADSS1;PDE7B;ALLC;PDE7A;ADA
Choline metabolism in cancer	23/98	0.36203730325729633	0.9126426486826693	0	0	1.1150151409270905	1.1328643309479824	DGKG;SLC22A3;MAP2K1;CHKB;PCYT1A;CHKA;EGF;PLA2G4B;SLC22A1;PDGFB;PDGFA;PIK3CD;PLA2G4A;MAPK10;SLC5A7;AKT2;AKT3;RAC2;SOS1;PLPP2;DGKI;PLPP1;WASF3
Glycerophospholipid metabolism	23/98	0.36203730325729633	0.9126426486826693	0	0	1.1150151409270905	1.1328643309479824	DGKG;LPGAT1;CHKB;PCYT1A;CHKA;PNPLA7;PLA2G4B;PLA2G2A;MBOAT1;PLA2G3;PLD4;PLA2G4A;PLAAT3;PLB1;GPAM;GPD1;PEMT;GPAT2;LPIN1;PLPP2;DGKI;PLPP1;PLA1A
Long-term potentiation	16/67	0.36887622153317023	0.9126426486826693	0	0	1.1405745554035567	1.1374883137385479	GRIA1;MAP2K1;CALML5;ADCY1;GRIN2B;GRM1;GRIN1;RPS6KA6;GRIN2A;PPP1R1A;PRKACG;RPS6KA2;RPS6KA1;PRKACA;CALM1;PLCB2
Sulfur metabolism	3/10	0.37026500997376216	0.9126426486826693	0	0	1.5577821204994866	1.547713063257015	BPNT2;SUOX;PAPSS2
Synthesis and degradation of ketone bodies	3/10	0.37026500997376216	0.9126426486826693	0	0	1.5577821204994866	1.547713063257015	HMGCS1;OXCT1;ACAT1
Tyrosine metabolism	9/36	0.3702862180265786	0.9126426486826693	0	0	1.2117483166937544	1.2038465182258085	AOC3;AOC2;ADH1B;MAOA;ADH1A;TYRP1;AOX1;DBH;FAH
Metabolism of xenobiotics by cytochrome P450	18/76	0.37046253949179264	0.9126426486826693	0	0	1.1283034611126266	1.1204086623811504	GSTO2;ADH1B;ADH1A;MGST3;AKR1C1;EPHX1;MGST1;GSTT2;AKR7L;CYP3A4;CYP2D7;CYP2D6;CYP2S1;GSTA2;GSTA1;CYP2E1;GSTT2B;UGT2B7
TGF-beta signaling pathway	22/94	0.37203267207446394	0.9126426486826693	0	0	1.1109299798167986	1.098458235945194	CDKN2B;TGFB2;NOG;BMP8B;SMAD9;TNF;BMP7;THSD4;BMP6;RGMA;TGFBR2;BMP2;ACVR1C;PPP2R1B;BAMBI;MYC;ID1;ID3;BMPR1B;FMOD;HAMP;FBN1
Drug metabolism	25/108	0.3820742914225469	0.9261194303551681	0	0	1.0951051935544556	1.053644739935585	CDA;MAOA;ADH1B;MGST3;ADH1A;MGST1;GSTT2;CYP3A4;MPO;CYP2D7;CYP2D6;AOX1;TK2;GSTT2B;GSTO2;NME2;NME3;FMO2;FMO3;NAT1;GSTA2;GSTA1;CYP2E1;UGT2B7;CES1
Vitamin B6 metabolism	2/6	0.38342524186678933	0.9261194303551681	0	0	1.8173388966156698	1.7421203548756712	PSAT1;AOX1
Ferroptosis	10/41	0.389239724841644	0.9261997754669619	0	0	1.1726323359753084	1.1064488097302596	GCLC;TF;MAP1LC3C;ACSL1;SLC11A2;ACSL6;HMOX1;ACSL4;SAT1;CP
